index,title,date
5558,Finances ,1998-04-21
5478,Earnings ,1998-04-22
5543,First Maryland's Net Million ,1998-04-22
5537,No Coupons Necessary. ,1998-04-22
5523,Ranchers Request Study Before Pipeline Is Built. ,1998-04-23
5529,Liff Commodities Money Rates. ,1998-04-23
5545,Constuction Worker Killed In Accident. ,1998-04-23
5501,Sunflower Oil 12.87 Sunflower Others. B360 Crude Oil Prices ,1998-04-23
5482,Dallas Crude Oil. ,1998-04-24
5540,Ellen Degeneres If Sitcom Denied Renewal By Abc. ,1998-04-24
5556,Key Indicators. ,1998-04-25
5534,Beaver Country Times ,1998-04-26
5463,"Though They're Somewhat Alike, Bill Gates Isn't Rockefeller. ",1998-04-26
5525,The Argus-Press ,1998-04-26
5457,Gas Tax Breakdown. ,1998-04-27
5509,Gasoline Prices On Way Up. ,1998-04-27
5550,Rat Commodities ,1998-04-27
5519,Gas Prices On The Rise After Honeymoon Period. ,1998-04-27
5504,Sunflower Oil 12.87 Sunflower Others 13.69. Crude Oil Prices ,1998-04-28
5472,Oil Firms Face Royalty Suits. ,1998-04-29
5547,Investment Banker: Koch Industries Gave Negative Impression ,1998-04-29
5459,News.. Dto ,1998-04-29
5559,Rates ,1998-04-30
5528,Refinery Woes Raise The Price At. Gas Pumps. ,1998-04-30
5531,"Lottery Results: Wednesday, April 29 Lotto 3-4-7-40-44-So ... ",1998-04-30
5464,Beaver Country Times ,1998-04-30
5474,Lewiston Morning Tribune ,1998-04-30
5454,The Argus-Press ,1998-04-30
5495,"Afi Tillah If. Times Saturday, May. Business O. V Japanese ... ",1998-05-01
5567,Commodities Money. ,1998-05-02
5568,Crude Soars On Rumors Or Runner Production Cuts. ,1998-05-03
5566,"New Russian Cabinet Meets, Cuts Crude Oil Tax Despite Imf. ",1998-05-08
5565,"Gas Prices At Four-Year Low, Off 20.7 Cents In Six Months. ",1998-05-21
5569,"Oil, Gasoline Prices Climb . ",1998-05-23
5667,Sunflower Oil. 1227 Sunflower Other 1369 Crude. Oil Prices ... ,1998-06-01
5668,Stocks Mostly Lower At Noon ,1998-06-02
5675,Wheat Showing Effects Of No Rain ,1998-06-04
5638,"Fears, Worries Threaten Prices Of Commodities. ",1998-06-04
5597,Traders Seeking More News On Petroleum. ,1998-06-04
5608,Stocks Rise Though Earnings Doom Looms. ,1998-06-05
5592,Announced Oil-Production Cuts Boost Us. Stock ,1998-06-05
5657,Good Growing Conditions Could Damp Grain Prices. ,1998-06-07
5620,Commodities ,1998-06-07
5677,Mccook Grain Market. ,1998-06-08
5671,Mccook Grain Market. ,1998-06-11
5640,Falling Bant Causes Petrol Prices To Rise. ,1998-06-11
5633,By Cliff Edwards. ,1998-06-11
5628,Foreign Investment In United States Falling. ,1998-06-11
5590,The Argus-Press ,1998-06-12
5615,Lodi News-Sentinel ,1998-06-12
5625,"Change In State Sales Tax Collections, 1988 1997. V. ",1998-06-12
5655,National Survey. Gas Prices Fall Amid Sea Of Crude. ,1998-06-15
5627,Gas Prices Down Nearly 3 Cents In Past Two Weeks. ,1998-06-15
5623,Gas Prices Down Slightly. ,1998-06-15
5595,Gas Prices Pushed Down By Oversupply Of Crude Oil. ,1998-06-15
5621,Gas Prices Down Nearly 3 Cents. ,1998-06-15
5594,Abundance Of Crude Oil Pushes Gas Prices Down. ,1998-06-15
5616,Gasoline Prices Drop. ,1998-06-15
5622,Gas Prices Down Nearly 3 Cents. ,1998-06-15
5644,John Nassikas... Head Of Federal Power Commission ,1998-06-16
5662,Report Was Wrong; Gas Prices Went Up. ,1998-06-16
5669,Gas Prices Rose A Third Of A Cent During Past Two Weeks. ,1998-06-16
5661,Nonferrous Metals. ,1998-06-16
5624,D8 National. Gasoline Prices Down 3 Cents A Gallon ,1998-06-16
5612,Jgcin Venezuela Oil Plant Deal. ,1998-06-16
5676,The Deseret News ,1998-06-16
5646,"Gas Prices Are Slow To Drop, Quick To Go Up. ",1998-06-17
5637,Commodities ,1998-06-17
5609,Petronas Eyes Shell Thailand Upstream Assets. ,1998-06-17
5649,Brent Oil Price Jumps In Technical Rebound. ,1998-06-17
5663,Malaria Cure. ,1998-06-19
5591,Crude Continues Slide. ,1998-06-19
5611,Nation A Columbiahca. ,1998-06-19
5643,California ,1998-06-19
5630,Commodities Money. ,1998-06-19
5606,Tainted Beach Slated For $18 Million Clean Up. ,1998-06-19
5596,Opec To Discuss Production Cuts In Vienna. ,1998-06-21
5645,Amazing Prices. ,1998-06-21
5664,Opec Cuts. ,1998-06-22
5585,Opec Ministers Seek Bigger Cuts. ,1998-06-22
5600,Opec Plans Cuts In Oil Production ,1998-06-22
5636,Reduce Oil Markets. ,1998-06-22
5650,Computer-Related Stocks Give Nasdaq A Needed Shot In Arm. By ,1998-06-23
5614,2 Newly Found Tribes Speak In Sign. ,1998-06-23
5639,Leaders Weigh Slashing Oil Output More. Oil Prices Have Been ,1998-06-23
5617,Try Again To Cut Output. ,1998-06-23
5648,"Computer Stocks, Oil Shares Climb; Dow Average Slips. ",1998-06-23
5666,Competition Pushes Summer Gas Prices Down. ,1998-06-29
5670,Competition Keeps Gasoline Prices Down. ,1998-06-29
5660,Competition Takes Gas Prices Lower. ,1998-06-29
5672,Gas Prices Hit Summer Low. ,1998-06-29
5647,"Sell Republic, And Buy Teekay. ",1998-06-29
5678,Summer Gas Prices Drop. ,1998-06-30
5679,Newmd Says Compaq Will Rise Again ,1998-06-30
5635,Petronas Does Not Intend To Reduce Oil Production ,1998-06-30
5665,Chicago Eggs. ,1998-06-30
5694,Toledo Blade ,1998-07-02
5689,Daily News ,1998-07-09
5691,Gadsden Times ,1998-07-09
5683,Joe Equity Choice! ,1998-07-16
5698,Eugene Register-Guard ,1998-07-25
5699,Daily: Exploration Firm Japan Oil To Be Saved. ,1998-07-30
5729,Severance Tax Break. Should Other Businesses That Are ... ,1998-09-01
5741,Koch Industries Disputes Federal Findings As Untrue. ,1998-09-02
5792,Key Inuiuaiuhb ,1998-09-02
5802,"Nasdaq Hits Record, Blue-Chips Fall Back. ",1998-09-11
5783,Briefly Markets ,1998-09-11
5767,Orange Juice Futures Tumble 4 Percent. ,1998-09-11
5743,Oil Industry Waits For Prices To Bounce Back. ,1998-09-11
5778,Key Indicators. ,1998-09-15
5789,Gasoline Depression ,1998-09-15
5747,Oil Firm Reports... ,1998-09-17
5781,The Victoria Advocate ,1998-09-20
5752,The Durant Daily Democrat ,1998-09-20
5780,The Tuscaloosa News ,1998-09-21
5756,Eugene Register-Guard ,1998-09-21
5803,Rates Foreign Exchange. ,1998-09-24
5798,Briefly Markets ,1998-09-25
5715,The Argus-Press ,1998-09-26
5742,"Natural Gas, Crude Retreat. ",1998-09-26
5738,"Layoffs, Budget Cuts At Arco. ",1998-09-26
5801,Key Indicators. ,1998-09-26
5733,Commodities Money. ,1998-09-26
5740,Auuui Lull. ,1998-09-27
5759,Interest Rates Fall. ,1998-09-28
5794,Pump Prices Jump By Penny Per Gallon Yearlong Trend. Line ,1998-09-28
5786,Rates ,1998-09-28
5788,"Pump Prices Jump By Penny Per Gallon, Reversing Trend. ",1998-09-28
5760,Key Indicators. ,1998-09-29
5807,"Markets Dow Gains 80, But Broad Market Struggles Before Fed ",1998-09-29
5744,Observer-Reporter ,1998-09-29
5799,Rates ,1998-09-30
5755,Proposition 65 Warning. ,1998-09-30
5726,San Francisco. Oil Spill Kills Birds Off Pacific Coast. ,1998-10-01
5758,Briefs Senate Panel Oks First Bill To Protect Internet Privacy. ,1998-10-01
5739,California More Birds Die From Crude Oil Spill. ,1998-10-01
5734,Oil Spill Threatens Birds. ,1998-10-01
5730,Crude Oil Spill Killing Birds Off The San Francisco Coast By ... ,1998-10-01
5727,Pittsburgh Post-Gazette ,1998-10-01
5768,Key Indicators. ,1998-10-01
5838,Energy Futures Prices Jump As Cold Blankets Nation ,1999-01-01
5845,Newsline ,1999-01-01
5916,Mexican Congress Oks 1999 Spending Plan ,1999-01-01
5928,Commodity Prices Fell To 17-Year Low. ,1999-01-02
5914,Daragh Porter Named President. ,1999-01-03
5865,Oil Fluctuation ,1999-01-04
5927,Auto Industry. Daimlerchrysler Unveils Concept Cars. ,1999-01-04
5868,Task Force Recommends Tax Cuts To Aid Oil Industry. ,1999-01-05
5864,Energy Prices Get. Boost From. Weather ,1999-01-05
5913,"Markets Stocks Give Up Big Gains To End Slightly Higher, As ",1999-01-05
5899,Stocks Rise To Record. ,1999-01-05
5835,Commodities ,1999-01-05
5848,"Phillips Petroleum To Cut Jobs, Take 4th-Quarter Chaises. ",1999-01-07
5836,2c-The Victoria Advocate. Sunday January 10.19st Low Oil ... ,1999-01-07
5869,"To Cut 1,400 Jobs. ",1999-01-07
5870,"Phillips Cutting 1,400 Jobs. ",1999-01-07
5871,Gainesville Sun ,1999-01-07
5917,"As T I, T Ml-M. Vim Business. To Vs. Lapanese Coma 500. ... ",1999-01-07
5843,Texaco Takes 4th-Quarter Charge. By George. Stein ,1999-01-09
5911,Stocks Rebound After Early Dip. Sioux City Livestock ... ,1999-01-13
5867,Gas Stations: Independent Operators A Vanishing Breed. ,1999-01-13
5903,Us Retail Gasoline Price Ends I-Week Decline. ,1999-01-13
5852,I. Iraq Plans To Raise Oil Production By Leon Barkho. ,1999-01-13
5833,Torn Modify. Kip ,1999-01-15
5901,Mccook Grain Market. ,1999-01-15
5858,Pittsburgh Post-Gazette ,1999-01-18
5904,Mccook Grain Market. ,1999-01-18
5859,Oil Slick Search Turns Up Empty. ,1999-01-22
5860,Oil Slick Search Turns Up Empty. ,1999-01-22
5862,More Birds Found Coated In Oil; Source Still Unknown. ,1999-01-22
5831,The Argus-Press ,1999-01-22
5876,Price Decline Hits Hard In Tiny Oil Town. ,1999-01-22
5874,New York. ,1999-01-23
5897,"World Markets In Turmoil, Us. Corporations Deliver Mixed ... ",1999-01-23
5881,Toledo Blade ,1999-01-24
5900,Earnings Reports. ,1999-01-24
5893,Mixed Batch Of Earnings Point To Weaker It Areas. ,1999-01-24
5892,Williamson Daily News ,1999-01-24
5889,"World Markets In Turmoil, Us. Corporations Deliver Mixed ... ",1999-01-24
5861,"Us Petroleum Lost 29,300 Jobs In 98. ",1999-01-25
5915,Va Power Considers Fuel Of Past. ,1999-01-25
5896,Mccook Groin Market. ,1999-01-25
5895,Southwest Implement Inc. ,1999-01-26
5920,Key Indicators. ,1999-01-26
5890,Reading Eagle ,1999-01-26
5887,Chevron Plunges. ,1999-01-26
5849,"Sentate Considers Oil. Tax, Budget Cut! ",1999-01-26
5921,Dow Up 121. ,1999-01-27
5853,Oil Spill Settlement Used To Improve Beaches. ,1999-01-29
5929,Gadsden Times ,1999-01-30
5884,Stroke Research. ,1999-01-30
5872,Markets Earnings Reports Push Sir Nasdaq To Records. ,1999-01-30
5875,The Victoria Advocate ,1999-01-31
5932,To Make You Sick. ,1999-02-10
5933,To Make You Sick. ,1999-02-10
5934,Sun Journal ,1999-02-22
5937,Stocks Slip 8.26 Points. ,1999-02-24
5957,Oil Prices Extend Gains. ,1999-05-01
6014,"Canal Going To Panama, Amid Controversy. Irani Al. I He. ... ",1999-05-02
6002,Legislature Sends Modest Relief Plan To Graves. ,1999-05-03
5988,Opec Keeping Its Word. Gas Prices Are Slowly Going Up. ,1999-05-04
5995,Opec Is Sticking With Cutbacks. ,1999-05-04
6046,Sunflower Oil 8.75 Sunflowers Other 13.69. ,1999-05-04
6036,"Gasoline Prices Rise In East, Drop In West. ",1999-05-10
6043,Corn Wheat Corn Milo Soybeans Sunflower Oil Sunflowers Other,1999-05-10
6020,"Gasoline Prices Rise In East, Drop In West. ",1999-05-10
6049,Gasoline Prices Fuel Up In East Hut Fall In West. ,1999-05-10
6025,"Gas Prices Rise In East, Drop In West. ",1999-05-10
6041,"Gasoline Prices Rise In East, Drop In West. ",1999-05-10
6000,Daily News ,1999-05-13
6048,Stocks Take Rubin's Exit In Stride As Blue Chips Ease. ,1999-05-13
6031,Wheat Corn Milo Soybeans Wheat Corn Milo Soybeans Sunflower ,1999-05-14
5953,Daily News ,1999-05-14
6047,"Markets Blue Chips Hit Record-High Levels, But Nasdaq Is Lower",1999-05-14
6042,Trade Deficit's Record Growth Continues. ,1999-05-20
6024,Boca Raton News ,1999-05-21
6023,Trade Deficit's Record Growtn Continues. ,1999-05-21
6021,Us Exports Up Slightly. Trade Deficit Hits A New Record As ... ,1999-05-21
6035,The Daily Gazette ,1999-05-21
6045,Trade Deficit Hits New Record. Economist Expects Further ... ,1999-05-21
6037,Mccook Grain Market. ,1999-05-21
5981,Whatever Happened To Kittlitz's Murrelet? ,1999-05-21
5980,Whatever Happened To Kittlitz's Murrelet? ,1999-05-21
6032,Trade Deficit Breaks Record For Third Consecutive Month. ,1999-05-21
6040,Vms Vs. East Central. ,1999-05-21
5998,Oil Firm Expect; Flat Performanc. ,1999-05-21
5976,Iraq's News Sends Oil Stocks Up. ,1999-05-22
5972,Gasoline Prices Down 1.5 Cents Nationally. ,1999-05-23
5955,Reduction In Demand Sends Silver Futures Plunging. ,1999-05-23
6038,Survey: Gas Prices Down. ,1999-05-24
5968,Across The Nation Gas Prices Drop In Past Two Weeks. ,1999-05-24
5973,Gas Prices Drop 1.57 Cents Per Gallon In Past 2 Weeks. ,1999-05-24
5971,Gasoline Prices Finally Drop. ,1999-05-24
5970,Gas Prices Drop More Than Cents. 1. Rents Per Gallon Gallor ,1999-05-24
6026,Gas Prices Drop Nationally. ,1999-05-24
6034,Pro Wrestler Falls I. To Death Eas Prices Drop. ,1999-05-24
6017,California ,1999-05-24
5999,Obasanjo To Take The Helm Amid Calls For Liberal Reform. ,1999-05-24
6030,Capacity Pressure ,1999-05-25
6029,Corn Milo Soybeans Sunflower Oil Sunflowers Other St. Joseph ,1999-05-25
5969,Gas Prices Drop More Than 1 1/2 Cents. ,1999-05-25
5986,What Happened To Outrage Over Exxon Valdez Disaster? ,1999-05-25
5974,Whatever Happened To Kittlitz's Murrelet? ,1999-05-25
5954,Beaver Country Times ,1999-05-26
5961,Gasoline ,1999-05-27
6005,Company Pays Record Million Fine For Fatal Refinery Blast. ,1999-05-27
6012,Beaver Country Times ,1999-05-28
5985,Whatever Happened To Kittlitz's Murrelet? ,1999-05-28
5990,Gas Price Drop Tans To Silence Questions. By Michael White,1999-05-28
6019,"Gas Prices Dropping, But Questions About March Spike Persist",1999-05-28
5956,Some Wonder If Drivers Were Gou. ,1999-05-29
5964,"Gas Prices Dropping, But Probes Continue. ",1999-05-31
5977,"Gas Prices Dropping, But Questions About March Spike Persist",1999-05-31
6057,Warning ,1999-06-08
6052,Slick Busters. ,1999-06-22
6094,Nation Crude Oil Demand Raises Gas Prices. ,1999-08-02
6133,Gasoline Prices Hit 18-Month High At Pump. ,1999-08-02
6098,Gas Prices On The Rise. ,1999-08-02
6113,Unleaded Futures Up. ,1999-08-02
6122,"Tanker Spills Oil, Spreads Acrid Fumes. ",1999-08-03
6073,Gas Prices Going Up And May Go Even Higher. ,1999-08-03
6108,Drill Press. ,1999-08-06
6104,Idaho Pump Prices Near All-Time High. ,1999-08-06
6076,Gas Futures Prices Rise As Supplies Keep Falling. ,1999-08-07
6111,Unleaded Gas Futures Pull Other Prices. Supplies Fall In ... ,1999-08-07
6105,Gas Prices: Trip At A Glance. To Station Pump Prices Is ... ,1999-08-07
6128,Commodities ,1999-08-07
6166,Stocks Fall As Jobs Report Backs Higher Interest Rates. ,1999-08-07
6075,Unleaded Gas Futures Jump Forward. ,1999-08-08
6112,Unleaded Gas Futures Pull Other Prices. Supplies Fall ... ,1999-08-08
6089,New Straits Times ,1999-08-09
6096,Fire Shuts Down Chevron Crude Oil Pipeline Facility . ,1999-08-11
6138,McCook Daily Gazette ,1999-08-11
6121,Opinion & Analysis. ,1999-08-11
6127,Can The Fed Help Stop Commodity Price Decline'. ,1999-08-11
6131,"Business Tax Cuts. From Railroads To Arrowhead Makers, Gop ",1999-08-11
6146,Businesses Benefit From Tax Cut. ,1999-08-11
6156,Daily News ,1999-08-11
6162,Pentwater ,1999-08-11
6139,Fed Gets More Reasons To Raise Rates. Economic Reports Show ,1999-08-13
6153,Price Hike Pushes Pump Price Nearer Record. ,1999-08-13
6117,Gas Prices In Midwest Increasing. ,1999-08-13
6144,"Texaco Job-Cut Program Expands To 2,500. ",1999-08-14
6103,Clark Halves Output At Lima Refinery. ,1999-08-14
6091,"After Shooting, Religious Communities Unite. ",1999-08-14
6070,"Coffee, Wheat Higher. ",1999-08-14
6079,Protest Halts Nigerian Oil Production ,1999-08-14
6115,"Gas Prices Keep Going Up, Up, Up. ",1999-08-15
6097,Idaho Gas Prices Near Record. ,1999-08-15
6071,"Commodity Coffee, Wheat Higher. ",1999-08-15
6092,"Texaco, Chevron Stop Pumping Oil Off Nigeria. ",1999-08-16
6114,Northeast ,1999-08-16
6078,No End In Sight To High Gas Prices. ,1999-08-16
6169,Quake ,1999-08-19
6137,Toledo Blade ,1999-08-19
6124,Pahrump Valley Gazette ,1999-08-19
6140,Fire Deepens Catastrophe After Quake. Turkey: The Passes ... ,1999-08-19
6099,Natural Gas Gain On Tropical Storm. ,1999-08-21
6107,Gas Prices Continue To Rise. ,1999-08-21
6130,Slumping Farm Slows Equipment Econom Sales Slew. ,1999-08-23
6135,High Crude Costs. Gas Prices Still On Upward Trend. ,1999-08-23
6149,Sunflower Oil 6.83 Sunflower Others. ,1999-08-23
6110,Gas Prices Continue Their Upward Trend. ,1999-08-23
6109,Gas Prices Continue Rise With 2.5-Cent Nike. I. I. Flo ,1999-08-23
6106,Gas Prices Increase 2.5 Cents. ,1999-08-23
6077,Warning ,1999-08-23
6125,Report Sees Little From Offshore Oil Drilling. ,1999-08-24
6158,Should Offshore And Onshore Spill Cleanups Proceed As ... ,1999-08-24
6064,Finland ,1999-08-25
6161,Sunday Free Lance-Star ,1999-08-27
6085,Approaches ,1999-08-27
6084,Gas Prices Rising As Holiday... ,1999-08-27
6129,Gasoline Prices. Rise ,1999-08-27
6086,Gas Prices Rise As Labor Day Nears. ,1999-08-27
6087,Gas Prices Take Jump For Holiday Weekend. ,1999-08-27
6088,Gas ,1999-08-27
6167,Stocks Tumble On Profit Taking. ,1999-08-27
6155,Investors Lock In Profits. The Stock Market Tumbles. Ping ... ,1999-08-27
6163,Gas Prices Keep Climbing. ,1999-08-28
6101,Daily News ,1999-08-28
6102,"Russia To Raise Export Taxes On Oil, Gasoline. ",1999-08-28
6090,Natural Gas Futures Dip As Storm Threats Vanish. ,1999-08-28
6147,Sunflower Oil 6.94. Sunflower Others. ,1999-08-30
6072,Oil Companies Say Prices Are Beyond Their Control. At The ,1999-08-30
6142,Stocks Mostly Lower. ,1999-08-31
6148,Briefcase Markets Stock Markets. Stock Prices Keep Falling ... ,1999-08-31
6074,Prices Are Up About 20 .Cents .A .Gallon .From Last Year .A1 . ,1999-08-31
6171,Lyon County Reporter ,1999-09-29
6257,Federal Regulations Would Allow The Landfill To Take In As ,1999-10-01
6286,Bravada Provides Big Load Of Value. ,1999-10-01
6289,Key Indicators. ,1999-10-02
6280,"Soybean Futures Fall, Gold Finishes Higher. ",1999-10-02
6225,Cold Snap Boosts Natural Gas Futures. ,1999-10-02
6252,"Thursday October, 199. ",1999-10-02
6241,Apple Kochs ,1999-10-03
6201,Brother Oil Barons. ,1999-10-03
6273,The Free Lance-Star ,1999-10-03
6272,The Victoria Advocate ,1999-10-03
6234,Federal ,1999-10-05
6231,Brother Oil Tycoons Battle In Tulsa Court Over Family Company,1999-10-05
6287,Key Indicators. ,1999-10-07
6209,Gasoline Prices Dip Half A Cent Nationally. ,1999-10-07
6255,The Daily Gazette ,1999-10-07
6254,Gable ,1999-10-07
6269,Governor Signs Two More Death Warrants. ,1999-10-07
6281,Editorialletters.. Test Ban Treat. War Of Words. Ivri ,1999-10-13
6288,Eport Damages Technology Shares. ,1999-10-13
6183,Today's News-Herald ,1999-10-13
6213,"Crude, Energy Futures Make Sharp Jump. ",1999-10-13
6271,Daily News ,1999-10-14
6262,Market Watch. ,1999-10-14
6211,Coffee Futures Drop In Heavy Trading. ,1999-10-14
6249,"Shell Pumping Rm12b Into Oil, Gas Production ",1999-10-14
6243,Stocks Drop For Second Day As Profits Look Weaker. ,1999-10-14
6242,Stocks Tumble Aaain ,1999-10-14
6240,"Oil Supply Drops, Price Rises. ",1999-10-14
6250,Hospital ,1999-10-15
6285,The Deseret News ,1999-10-15
6260,"Boeing Lifts The Dow, But Broader Market Lags Behind. ",1999-10-15
6261,An Inn For The Millennium. ,1999-10-15
6267,Daily News ,1999-10-15
6206,Coffee Futures Drop In Heavy Trading. ,1999-10-16
6263,Oil Prices. ,1999-10-16
6283,The Tuscaloosa News ,1999-10-16
6233,Sources: Koch Will Pay $35m To Settle On Oil Spills. ,1999-10-17
6258,Market Watch. ,1999-10-17
6265,Economy ,1999-10-20
6248,"If Anything, Us. Gas Prices Aren't High Enough. ",1999-10-20
6227,Lawrence Journal-World ,1999-10-21
6282,Key Indicators. ,1999-10-21
6268,Commodities Cme 5me. ,1999-10-21
6264,Subsidiary Hedging In Fuel Derivatives. ,1999-10-22
6232,Daily News ,1999-10-23
6284,Key Indicators. ,1999-10-23
6259,Lakeland Ledger ,1999-10-26
6246,News Around. ,1999-10-28
6229,Portland Now Largest Port In New England ,1999-10-28
6251,From Wire Reports Oil Tank Explosion Injures 2 In Oklahoma. ,1999-10-29
6239,Illegal Waste Disposal: Two Charged. By ,1999-10-29
6279,5.35% Apy. ,1999-10-30
6356,Home Heating Oil Prices Continue To Rise In Maine. ,1999-12-01
6307,Compare Our Kali's. ,1999-12-01
6313,Amoco Hopeful Of Deal Approval.... ,1999-12-02
6355,State National Briefs. ,1999-12-02
6353,"Ftc Staff Backs On Arco Deal, Sources Say. ",1999-12-02
6406,Corn Mho Somu. Dais Sum Mid. Sum'i Ollll Us. ,1999-12-03
6311,Amoco Hopeful Of Deal. Approval ,1999-12-04
6345,"Thai Oil Refinery Fire Rages. On, Four Dead. ",1999-12-04
6407,Video Services. ,1999-12-05
6331,Advantages Of Soya Bean Oil. ,1999-12-05
6397,Oats Sunflower Oil Sunflower Others. ,1999-12-06
6315,Strong Crude Prices Keep Gas Prices High. ,1999-12-06
6394,Corn ,1999-12-07
6383,Region Pearl Harbor: Chief Received Medal Of Honor Posthumously,1999-12-07
6317,Petronas Investments Rise. Purchases A 25pc Stake In ... ,1999-12-07
6366,"Us Hits New Hidi In Trade Deficit, Led By Oil. ",1999-12-10
6332,Ind Of Koch Rial Nears. ,1999-12-10
6321,Wholesale Prices Rise In November. ,1999-12-10
6318,Times-Union ,1999-12-10
6309,Rnce Caps Considered For Rising Cost Of Oil. ,1999-12-10
6319,Wholesale Prices Rise Modestly. ,1999-12-10
6322,The Argus-Press ,1999-12-10
6320,"Modest Rise In Wholesale Prices Noted, But Inflation Still ... ",1999-12-10
6327,Observer-Reporter ,1999-12-11
6328,High ,1999-12-11
6325,Observer-Reporter ,1999-12-11
6326,"Wholesale, Energy Prices. ",1999-12-11
6334,In Brief. Inflation Up For Month. ,1999-12-11
6335,Lakeland Ledger ,1999-12-11
6374,Prices Overall Show In ,1999-12-11
6329,Crude Oil Plummets After Un. Vote ,1999-12-12
6324,"Cagle's Inc. Feed Mill Tower, Left, And Grain Silos Are... ... ",1999-12-12
6347,Gasoline Prices Higher Than A Year Ago. ,1999-12-12
6358,Inflation Nudges Upward. ,1999-12-13
6365,"Us Hits New High In Trade Deficit, Led By Oil. ",1999-12-13
6316,Iraq To Resume Crude Oil Exports. ,1999-12-15
6386,News Fronts. World ,1999-12-15
6337,World News. In In Brief. Iraq Sets New Date For Exoortine Oil. ,1999-12-15
6378,Us Trade Deficit Hits Another High. ,1999-12-17
6377,Us Trade Deficit Hits Another Monthly Record. ,1999-12-17
6376,I Imports Send Send Trade Deficit Soaring. ,1999-12-17
6310,Iraq Sets New Date For Crude Oil Exports. ,1999-12-17
6375,Observer-Reporter ,1999-12-17
6379,Us Trade Deficit Hits Another Monthly High. ,1999-12-17
6373,Trade Deficit Sets Another Record. ,1999-12-17
6381,Us Trade Deficit Hits High Point. Economy Continues To Grow ,1999-12-17
6369,Us Trade Deficit Hits Record. ,1999-12-17
6368,Us Trade Deficit Hits Another High. I Lie On Lists Had Hoped ,1999-12-17
6367,Nation's Trade Deficit Sets Another Record In Latest Report. ... ,1999-12-17
6339,Trade Deficit Hits Another Record. ,1999-12-17
6362,Oil Price Fuels Rise In Deficit. ,1999-12-17
6361,Oil Bill Pushes Trade Deficit To New Record. ,1999-12-17
6370,Us Trade Deficit Hits Another Record. ,1999-12-17
6371,Recon ,1999-12-18
6340,By Terry Maxon ,1999-12-19
6404,Fisheater Free. ,1999-12-19
6357,The Tuscaloosa News ,1999-12-19
6390,Sunflower Oil 5.58 Sunflower. ,1999-12-21
6364,"Century Clips. Politics, Economics, Culture And Sports This. ",1999-12-21
6349,Committee To Idaho Ag: Seek Federal Help Over Gas Costs. ,1999-12-22
6333,New Straits Times ,1999-12-22
6391,Soybeans Rise On Brazil's Hot Dry Weather. ,1999-12-22
6389,'97 Ford Supercar. ,1999-12-23
6409,The Victoria Advocate ,1999-12-26
6388,Sunflower Oil 5.77. Sunflower Others 9.54 Crude Oil Prices ... ,1999-12-28
6314,The Daily Gazette ,1999-12-28
6399,Airlines Hope Prosperous 2000. ,1999-12-29
6400,20 Hi Km. Nam Ne... Unwanted Gifts Going On Ebay Cargo ,1999-12-29
6398,"To Boost Delivery Rates Because Of Higher Labor, Fuel Costs",1999-12-30
6396,Lodi News-Sentinel ,1999-12-30
6408,Travel Airlines Expect Better Year In 2000. ,1999-12-31
6312,New Straits Times ,1999-12-31
6392,Past And Present. ,1999-12-31
6410,Philippine Daily Inquirer ,2000-01-05
6411,Gov't Moves. ,2000-01-06
6488,Free Market Decisions Will Nation Needs To Quickly Determine ,2000-04-01
6429,Today's News-Herald ,2000-04-01
6489,President Criticizes Congress Over Oil. ,2000-04-02
6491,"Bush, Oil Business Have Been Good To Each Other. ",2000-04-02
6496,Bush And Oil Business Have Been Good To Each. ,2000-04-02
6499,"Public Transportation Not An Option Angelenos, Stuck On ... ",2000-04-02
6501,Nation ,2000-04-02
6485,Record-Journal ,2000-04-02
6461,Gas Price Forecast Revised. ,2000-04-03
6458,Finding A Little Relief At The Gas Pump. ,2000-04-04
6516,How Could You Miss This Call. ,2000-04-04
6528,Short Reports. ,2000-04-04
6510,Market Dive. Hits Oil. Futures ,2000-04-05
6507,Oil Price Fixers Have Our Economic Health In Their Hands. ,2000-04-08
6511,Nation ,2000-04-08
6436,Au Cheaperbysummer? Government Predicts Lower Gas Prices For ,2000-04-08
6506,Today's News-Herald ,2000-04-09
6441,Government Reverses Stand; Pre Dicts Lower Gas Prices This ,2000-04-09
6448,We Have Good Reasons To Whine. ,2000-04-09
6457,Pump Prices Ease As Crude Oil Costs Dip. ,2000-04-09
6494,Gas Prices May Begin Edging Downward. ,2000-04-10
6459,Warm Winter Cutting Into High Oil Prices. ,2000-04-10
6527,Pump Prices Down 2.49 Cents. ,2000-04-10
6456,Prices Ease As Crude Oil Costs Dip. ,2000-04-10
6447,Manila Standard ,2000-04-10
6504,Prices At Pump Ease As Crude Oil Costs Dip. ,2000-04-10
6486,Gas Prices Ease Is Oil Costs Dip. ,2000-04-10
6502,Pump Prices Ease As Crude Oil Costs Dip. ,2000-04-10
6482,Chechen Rebels Continue Attacks. ,2000-04-10
6451,Crude Oil Recovers. ,2000-04-12
6500,Months ,2000-04-12
6503,Japan's Current Account Surplus Up For First Time In 1 3 Months,2000-04-12
6477,Dereliction Of Duty In Jueteng Summit. ,2000-04-13
6490,Heating Oil Reserve Wins House. Suddort ,2000-04-13
6481,Today's News-Herald ,2000-04-13
6487,Stock Concerns Chill Copper Prices. ,2000-04-18
